"Cell.ID","Species.Richness","EN.CR.Richness","SES.Mean","SES.SD","PD.Org.Mean","PD.Org.SD","PD.NoEN.Mean","PD.NoEN.SD","PD.Rnd.Mean","PD.Rnd.SD"
"Cell.ID.13351",15,3,-1.02079747334652,0.17696626253259,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.84023955641,22.0264650408486
"Cell.ID.13352",15,3,-1.00539353689173,0.175649187704271,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.985625054,22.2247898093932
"Cell.ID.13353",15,3,-0.99688656786387,0.161999780882625,348.91812504,10.2639753622073,333.35686125,9.20622236673264,309.03635660373,24.3705346990433
"Cell.ID.13354",15,3,-1.01640073329958,0.172567038481693,348.91812504,10.2639753622073,333.35686125,9.20622236673264,309.97578958646,22.9902153477301
"Cell.ID.13355",15,3,-0.995967421980375,0.166076227280408,348.91812504,10.2639753622073,333.35686125,9.20622236673264,309.46963470791,23.9646903509849
"Cell.ID.13356",15,3,-0.948577416442157,0.152434364374259,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.13301726477,24.4568289145368
"Cell.ID.13357",15,3,-0.954037499428403,0.150952061361722,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.38828813408,24.03497703968
"Cell.ID.13358",15,3,-0.95271736123541,0.15330726606998,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.22276442524,24.2493086279942
"Cell.ID.13359",15,3,-0.952568655771603,0.15352481997117,348.91812504,10.2639753622073,333.35686125,9.20622236673264,309.18386512196,25.3519763807443
"Cell.ID.13360",15,3,-1.02356383873926,0.169342520933546,348.91812504,10.2639753622073,333.35686125,9.20622236673264,310.20201720153,22.5991054671416
"Cell.ID.13361",15,3,-0.947434919602342,0.153048406109909,348.91812504,10.2639753622073,333.35686125,9.20622236673264,309.20069607967,25.4809043197046
"Cell.ID.13362",16,3,-0.975398547278632,0.175734453540257,353.12721254,10.550751771163,337.56594875,9.50302138962842,317.08210069803,20.9449989925819
"Cell.ID.13363",16,3,-0.899821123202789,0.16901647177432,353.12721254,10.550751771163,337.56594875,9.50302138962842,316.4548174772,23.4365793386757
"Cell.ID.13364",16,3,-0.845220594560505,0.151040662543237,353.12721254,10.550751771163,337.56594875,9.50302138962842,316.66262330976,24.6915179970525
"Cell.ID.13365",18,3,-1.2771090544225,0.348707797809846,366.9301261,12.6214758549819,351.36886231,11.7959794684424,338.38472800134,10.0820673099067
"Cell.ID.13366",20,3,-0.953949086117609,0.346794499994376,373.34389082,13.0088004918918,357.78262703,12.2155826646736,347.41604055552,10.7712408489547
"Cell.ID.13367",22,3,-1.1117604355573,0.380747233984125,398.67389082,13.0088004918918,383.11262703,12.2155826646736,372.27045492849,9.67772165322077
"Cell.ID.13368",23,3,-0.941144797936463,0.367410134433759,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.26102030153,9.75751313023257
"Cell.ID.13369",23,3,-0.960237045337529,0.383859324010569,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.25185714944,9.57769881475868
"Cell.ID.13370",23,3,-0.995975612768464,0.38616980255676,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.12776642795,9.34874707820443
"Cell.ID.13371",23,3,-0.960166974204367,0.38320164949418,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.37830024211,9.46628919661784
"Cell.ID.13372",23,3,-0.994369041774467,0.398550020709127,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.17333286589,9.34339448993169
"Cell.ID.13373",23,3,-0.965257393596621,0.400340418862881,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.5624790459,9.21235466071506
"Cell.ID.13374",23,3,-0.966790695604197,0.382352985241761,404.10793645,13.1611607614297,388.54667266,12.3464854491771,379.06543362031,9.72239419861225
"Cell.ID.13375",24,3,-1.00792529019749,0.39609066851153,412.55262488,13.6916917771847,396.99136109,12.8991512418809,387.56676196876,9.25561359003901
"Cell.ID.13376",23,3,-0.978231140142725,0.389606798499445,403.8831049,13.4572212145215,388.32184111,12.8695214700018,378.80901112327,9.63037792602445
"Cell.ID.13377",23,3,-0.954321258360688,0.40928058778626,403.8831049,13.4572212145215,388.32184111,12.8695214700018,379.53832335114,9.10829692754463
